,Instrument,TRBC Economic Sector Name,ESG Score,ESG Combined Score,ESG Controversies Score,Region of Headquarters
363,PLTR.OQ,Technology,29.9064343640951,20.4043450015964,10.9022556390977,Americas
364,UDR.N,Real Estate,69.1641711368715,69.1641711368715,100.0,Americas
365,DGX.N,Healthcare,68.2087717005397,68.2087717005397,85.8974358974359,Americas
366,CBOE.Z,Financials,66.9383233929479,66.9383233929479,100.0,Americas
367,HIG.N,Financials,79.1984678639701,79.1984678639701,100.0,Americas
368,ACGL.OQ,Financials,59.0170090881364,59.0170090881364,100.0,Americas
369,NDSN.OQ,Industrials,66.7677127921382,66.7677127921382,100.0,Americas
370,VRSK.OQ,Technology,60.3350895140639,57.9870936292124,55.6390977443609,Americas
371,GEV.N,Utilities,,,,Americas
372,AMT.N,Real Estate,83.6004821274075,83.6004821274075,100.0,Americas
373,PYPL.OQ,Industrials,80.2470048452414,44.8404835546962,9.43396226415094,Americas
374,CAG.N,Consumer Non-Cyclicals,70.981983291603,49.0939328222721,27.2058823529412,Americas
375,UHS.N,Healthcare,45.8714534292699,45.8714534292699,100.0,Americas
376,TFX.N,Healthcare,66.2049123200078,57.7646183221661,49.3243243243243,Americas
377,SYF.N,Financials,55.8256956511434,55.8256956511434,100.0,Americas
378,WAT.N,Healthcare,80.8857236640862,80.8857236640862,100.0,Americas
379,INCY.OQ,Healthcare,56.2016965398394,56.2016965398394,85.0746268656716,Americas
380,LRCX.OQ,Technology,78.4303779169105,71.2151889584552,64.0,Americas
381,IDXX.OQ,Healthcare,71.3489312349961,71.3489312349961,100.0,Americas
382,PPG.N,Basic Materials,76.1683136818578,76.1683136818578,100.0,Americas
383,LKQ.OQ,Consumer Cyclicals,49.8444114639504,49.8444114639504,100.0,Americas
384,BG.N,Consumer Non-Cyclicals,73.0286113861114,73.0286113861114,100.0,Americas
385,HES.N,Energy,73.1213452823164,52.6100553572076,32.0987654320988,Americas
386,EOG.N,Energy,56.6534379995316,51.1662251726053,45.679012345679,Americas
387,MAR.OQ,Consumer Cyclicals,76.7338593602316,40.9531365766675,5.17241379310345,Americas
388,TJX.N,Consumer Cyclicals,66.236730066902,48.8326507477367,31.4285714285714,Americas
389,MNST.OQ,Consumer Non-Cyclicals,40.199917088699,40.199917088699,100.0,Americas
390,VMC.N,Basic Materials,48.2538575788184,39.1269287894092,30.0,Americas
391,EW.N,Healthcare,72.6589617028729,41.6573497038955,10.655737704918,Americas
392,ALL.N,Financials,76.0764887967942,56.1632443983971,36.25,Americas
393,BMY.N,Healthcare,77.5413371935553,59.6661909848373,41.7910447761194,Americas
394,VST.N,Utilities,62.3230930466642,62.3230930466642,100.0,Americas
395,APH.N,Technology,75.4027791886917,73.5709548117371,71.7391304347826,Americas
396,HON.OQ,Consumer Non-Cyclicals,75.5761699441858,55.6452278292357,35.7142857142857,Americas
397,GPC.N,Consumer Cyclicals,52.9817946163655,52.9817946163655,100.0,Americas
398,MHK.N,Consumer Cyclicals,63.7318506209043,63.7318506209043,85.7142857142857,Americas
399,MCHP.OQ,Technology,63.6903168731747,63.6903168731747,86.0,Americas
400,CAT.N,Industrials,83.4415404995791,51.7207702497895,20.0,Americas
401,PG.N,Consumer Non-Cyclicals,57.3037522602081,34.9018761301041,12.5,Americas
402,ZTS.N,Healthcare,70.1731235528575,70.1731235528575,81.5217391304348,Americas
403,STE.N,Healthcare,54.5165710365604,54.5165710365604,100.0,Europe
404,TPL.N,Energy,43.7431546750706,43.7431546750706,100.0,Americas
405,BKR.OQ,Energy,90.6119593037975,81.6696160155351,72.7272727272727,Americas
406,AFL.N,Financials,49.0799895341542,49.0799895341542,71.25,Americas
407,PTC.OQ,Technology,63.5450111324537,63.5450111324537,100.0,Americas
408,FITB.OQ,Financials,67.8860989825334,67.8860989825334,75.0,Americas
409,MSI.N,Technology,81.5693457344284,76.7221728672142,71.875,Americas
410,XEL.OQ,Utilities,81.5614637690803,48.637874741683,15.7142857142857,Americas
411,HSIC.OQ,Healthcare,68.5227723111869,68.5227723111869,81.1475409836066,Americas
412,ITW.N,Consumer Non-Cyclicals,63.3240013389251,63.3240013389251,100.0,Americas
413,WST.N,Healthcare,80.0118416400125,80.0118416400125,100.0,Americas
414,DFS.N,Financials,54.1635908430128,30.0312336237536,5.89887640449438,Americas
415,APTV.N,Consumer Cyclicals,62.0118705638786,62.0118705638786,85.5932203389831,Europe
416,MPC.N,Energy,77.8026310412448,43.8395871255607,9.87654320987654,Americas
417,PGR.N,Financials,58.3811621668221,58.3811621668221,100.0,Americas
418,ICE.N,Financials,54.1891102397679,54.1891102397679,77.1186440677966,Americas
419,KMB.N,Consumer Non-Cyclicals,74.9683724726227,56.2341862363114,37.5,Americas
420,SWKS.OQ,Technology,57.6105411195425,57.6105411195425,100.0,Americas
421,ABNB.OQ,Technology,37.2330466257144,30.2706586512031,23.3082706766917,Americas
422,EL.N,Consumer Non-Cyclicals,70.9569058510144,45.4784529255072,20.0,Americas
423,TSLA.OQ,Consumer Cyclicals,72.4825499193999,36.6089220185235,0.735294117647059,Americas
424,EXR.N,Real Estate,63.0773539189361,63.0773539189361,100.0,Americas
425,SPGI.N,Industrials,85.060648368428,81.1666878205777,77.2727272727273,Americas
426,KKR.N,Financials,40.4493028707759,40.4493028707759,100.0,Americas
427,ADBE.OQ,Technology,56.3391044835529,41.4831617092321,26.6272189349112,Americas
428,ADSK.OQ,Technology,80.0036831010536,55.8302439173907,31.6568047337278,Americas
429,FOXA.OQ,Consumer Cyclicals,63.2564009389295,34.2877749375499,5.31914893617021,Americas
430,TT.N,Industrials,78.9759851778221,78.9759851778221,100.0,Europe
431,TSN.N,Consumer Non-Cyclicals,70.0118274898911,35.3735608037691,0.735294117647059,Americas
432,AKAM.OQ,Technology,70.4763246694152,70.4763246694152,81.5789473684211,Americas
433,LUV.N,Industrials,77.5983968899553,41.2030445988238,4.80769230769231,Americas
434,INVH.N,Real Estate,51.3310356584614,51.3310356584614,82.1428571428571,Americas
435,TSCO.OQ,Consumer Cyclicals,76.6641266072546,51.1525761241401,25.6410256410256,Americas
436,AON.N,Financials,59.5661605087063,59.5661605087063,100.0,Europe
437,AMZN.OQ,Consumer Cyclicals,79.2456666733451,40.7097898584117,2.17391304347826,Americas
438,MS.N,Financials,69.1026068583746,40.0597780054585,11.0169491525424,Americas
439,BRKb.N,Consumer Non-Cyclicals,25.2385902786021,23.3335808535867,21.4285714285714,Americas
440,GOOG.OQ,Technology,81.337401195952,40.856670522788,0.37593984962406,Americas
441,KR.N,Consumer Non-Cyclicals,79.5701990052899,41.6143677953279,3.65853658536585,Americas
442,BKNG.OQ,Consumer Cyclicals,56.390398554373,37.2469234151176,18.1034482758621,Americas
443,STZ.N,Consumer Non-Cyclicals,36.8353520542923,36.8353520542923,100.0,Americas
444,WBD.OQ,Consumer Cyclicals,57.8539242076663,34.2461110400033,10.6382978723404,Americas
445,ABBV.N,Healthcare,72.703155766328,41.2023241518207,9.70149253731343,Americas
446,STLD.OQ,Basic Materials,58.9634304614276,58.9634304614276,100.0,Americas
447,MA.N,Technology,69.0232205425384,38.0830388426978,7.14285714285714,Americas
448,XOM.N,Energy,70.3594234044086,35.4883536775129,0.617283950617284,Americas
449,SWK.N,Industrials,73.6850660444492,37.1113502265257,0.537634408602151,Americas
450,FICO.N,Technology,44.0328432475797,44.0328432475797,55.6390977443609,Americas
451,HRL.N,Consumer Non-Cyclicals,70.2175256315953,48.7117039922683,27.2058823529412,Americas
452,INTC.OQ,Technology,91.353799994553,47.5999769203534,3.84615384615385,Americas
453,TRMB.OQ,Technology,56.6115603921007,56.6115603921007,100.0,Americas
454,WBA.OQ,Consumer Non-Cyclicals,90.6132995651507,50.7944546606241,10.9756097560976,Americas
455,OMC.N,Consumer Cyclicals,69.4660581408639,69.4660581408639,100.0,Americas
456,GLW.N,Technology,63.1763249216336,48.9794668086429,34.7826086956522,Americas
457,CRM.N,Technology,66.2334664528097,58.1167332264048,50.0,Americas
458,SBUX.OQ,Consumer Cyclicals,73.7317305240701,37.2968997447937,0.862068965517241,Americas
459,ATO.N,Utilities,39.6037953995318,34.0876119854802,28.5714285714286,Americas
460,ETR.N,Utilities,50.6193930598374,50.6193930598374,100.0,Americas
461,HAL.N,Energy,83.4402248641819,50.8110215230001,18.1818181818182,Americas
462,TFC.N,Financials,75.9229048094718,47.9614524047359,20.0,Americas
463,TAP.N,Consumer Non-Cyclicals,65.1523230651133,38.8261615325567,12.5,Americas
464,ABT.N,Healthcare,83.9492933552577,46.0287007316829,8.10810810810811,Americas
465,V.N,Technology,65.167440028126,35.0273290366194,4.88721804511278,Americas
466,YUM.N,Consumer Cyclicals,79.5159000965108,48.8096741861864,18.1034482758621,Americas
467,LYV.N,Consumer Cyclicals,41.918194618658,21.6001229503547,1.28205128205128,Americas
468,CPB.OQ,Consumer Non-Cyclicals,69.6937428084093,48.4498125806752,27.2058823529412,Americas
469,JNPR.N,Technology,70.2788322002307,70.2788322002307,71.875,Americas
470,EG.N,Financials,52.969593890229,52.969593890229,100.0,Americas
471,FTNT.OQ,Technology,55.7044289829502,55.7044289829502,100.0,Americas
472,DTE.N,Utilities,70.5382737707021,70.5382737707021,100.0,Americas
473,HST.OQ,Real Estate,84.9963406501324,84.9963406501324,100.0,Americas
474,IRM.N,Real Estate,72.0561512932578,72.0561512932578,100.0,Americas
475,DOC.N,Real Estate,82.4830394473997,82.4830394473997,100.0,Americas
476,FIS.N,Technology,57.1895100185043,31.0947550092522,5.0,Americas
477,DAL.N,Industrials,67.350290583402,35.8490583351793,4.34782608695652,Americas
478,ROK.N,Industrials,62.0856452106376,62.0856452106376,100.0,Americas
479,DOW.N,Basic Materials,87.4331101638636,60.5198337704564,33.6065573770492,Americas
480,PPL.N,Utilities,62.7795402127263,62.7795402127263,100.0,Americas
481,NTRS.OQ,Financials,72.246871759068,72.246871759068,100.0,Americas
482,ETN.N,Industrials,68.7622681084568,53.0478007208951,37.3333333333333,Europe
483,CVX.N,Energy,71.1390906894112,36.4954712706315,1.85185185185185,Americas
484,CI.N,Healthcare,75.4266186290638,50.5338221350447,25.6410256410256,Americas
485,ACN.N,Technology,81.6029324354451,81.6029324354451,100.0,Europe
486,CRWD.OQ,Technology,24.8445630809936,24.8445630809936,31.6568047337278,Americas
487,PANW.OQ,Technology,45.2186591453529,28.0604573922253,10.9022556390977,Americas
488,XYL.N,Industrials,82.2408404217419,82.2408404217419,100.0,Americas
489,HAS.OQ,Consumer Cyclicals,80.3204441652814,54.743555415974,29.1666666666667,Americas
490,ENPH.OQ,Energy,51.9829863320845,39.2267872836893,26.4705882352941,Americas
491,SO.N,Utilities,64.2973270093927,64.2973270093927,74.2857142857143,Americas
492,CTLT.N,Healthcare,53.0445855021603,40.3809884032541,27.7173913043478,Americas
493,EQT.N,Energy,40.8778050064778,40.8778050064778,100.0,Americas
494,NRG.N,Utilities,70.4650631575631,54.5182458644958,38.5714285714286,Americas
495,MKTX.OQ,Financials,60.2266134132309,60.2266134132309,100.0,Americas
496,LMT.N,Industrials,69.7749022912182,56.4391752835401,43.1034482758621,Americas
497,DLR.N,Real Estate,66.7260103132125,66.7260103132125,100.0,Americas
498,PSX.N,Energy,68.9567838750226,44.6635771226965,20.3703703703704,Americas
499,SCHW.N,Financials,53.7159203214431,48.1994235753557,42.6829268292683,Americas
500,SNPS.OQ,Technology,60.6718434878219,60.6718434878219,81.5789473684211,Americas
501,J.N,Industrials,78.0122062548231,62.1193106745813,46.2264150943396,Americas
502,AVY.N,Basic Materials,74.1375875170287,74.1375875170287,100.0,Americas
